1,DVR HD 4 canales.jpg,Grabador HD para 4 cámaras de 720p,0,Imagenes/dvr_dahua_hd_4.jpg,http://www.sstt.cl/HCVR720p_HD_Dahua.html,37900,49900
2,DVR HD 8 canales.,Grabador HD para 8 cámaras de 720p,0,Imagenes/dvr_dahua_hd_4.jpg,http://www.sstt.cl/HCVR720p_HD_Dahua.html,62900,79900
3,Cámara Domo HD.,Camara domo HD blanca,0,imagenes/camara_domo_hd.jpg,http://www.sstt.cl/camara_seguridad_hdcvi_domo_720p.html,14900,19900
4,Cámara domo HD metalica.,Camara domo HD blanca metalica.,0,imagenes/camara_domo_hd_metalica.jpg,http://www.sstt.cl/camara_seguridad_hdcvi_domo_720p.html,21900,26900
5,Cámara exterior HD.,Cámara exterior HD,0,imagenes/camara_exterior_hd.jpg,http://www.sstt.cl/camara_seguridad_hdcvi_exterior_720p.html,18900,23900
